Journal,Volume,Issue,Publication Year,Title,Authors,Author Affiliations,Pages,Type,DOI,PDF Link,Citations,Article URL
Developmental Science,7, 5,2004,A synopsis of The foundations of mind: Origins of conceptual thought (2004). New York: Oxford University Press,Jean M. Mandler,"Department of Cognitive Science, University of California, USA",499-505,TARGET ARTICLE WITH COMMENTARIES AND RESPONSE,https://doi.org/10.1111/j.1467-7687.2004.00369.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2004.00369.x,38,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2004.00369.x
Developmental Science,7, 5,2004,A welcome turn to meaning in infant development: commentary on Mandler's The foundations of mind: Origins of conceptual thought,Katherine Nelson,"Psychology Program, Graduate Center, City University of New York, USA",506-507,Commentaries,https://doi.org/10.1111/j.1467-7687.2004.00370.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2004.00370.x,2,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2004.00370.x
Developmental Science,7, 5,2004,Straddling the perception–conception boundary,"Kristin Shutts, Elizabeth S. Spelke","Psychology Department, Harvard University, USA; Psychology Department, Harvard University, USA",507-511,Commentaries,https://doi.org/10.1111/j.1467-7687.2004.00371.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2004.00371.x,7,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2004.00371.x
Developmental Science,7, 5,2004,"Multiple sources of information and their integration, not dissociation, as an organizing framework for understanding infant concept formation",Paul C. Quinn,"Department of Psychology, University of Delaware, USA",511-513,Commentaries,https://doi.org/10.1111/j.1467-7687.2004.00372.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2004.00372.x,10,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2004.00372.x
Developmental Science,7, 5,2004,On the conceptual–perceptual divide in early concepts,Gregory L. Murphy,"Department of Psychology, New York University, USA",513-515,Commentaries,https://doi.org/10.1111/j.1467-7687.2004.00373.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2004.00373.x,5,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2004.00373.x
Developmental Science,7, 5,2004,On the other hand . . .,Jean M. Mandler,"Department of Cognitive Science, University of California, USA",516-517,Response,https://doi.org/10.1111/j.1467-7687.2004.00374.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2004.00374.x,1,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2004.00374.x
Developmental Science,7, 5,2004,The role of joint attention in the development of infants’ play with objects,"Ann E. Bigelow, Kim MacLean, Jane Proctor","Psychology Department, St Francis Xavier University, Canada; Psychology Department, St Francis Xavier University, Canada; Jane Proctor is now at Capilano College, Canada",518-526,REPORTS,https://doi.org/10.1111/j.1467-7687.2004.00375.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2004.00375.x,67,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2004.00375.x
Developmental Science,7, 5,2004,Development of flexible visual recognition memory in human infants,"Astri J. Robinson, Olivier Pascalis","University of Sheffield, UK; University of Sheffield, UK",527-533,REPORTS,https://doi.org/10.1111/j.1467-7687.2004.00376.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2004.00376.x,55,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2004.00376.x
Developmental Science,7, 5,2004,Early development of subcortical regions involved in non-cued attention switching,"B.J. Casey, Matthew C. Davidson, Yuko Hara, Kathleen M. Thomas, Antigona Martinez, Adriana Galvan, Jeffrey M. Halperin, Claudia E. Rodríguez-Aranda, Nim Tottenham","Sackler Institute, Weill Medical College of Cornell University, USA; Sackler Institute, Weill Medical College of Cornell University, USA; Sackler Institute, Weill Medical College of Cornell University, USA; Institute of Child Development, University of Minnesota, USA; Nathan Kline Institute, USA; Sackler Institute, Weill Medical College of Cornell University, USA; Department of Psychology, Queens College of the City University of New York, USA; Department of Psychology, University of Tromsø, Norway; Sackler Institute, Weill Medical College of Cornell University, USA; Institute of Child Development, University of Minnesota, USA",534-542,REPORTS,https://doi.org/10.1111/j.1467-7687.2004.00377.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2004.00377.x,53,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2004.00377.x
Developmental Science,7, 5,2004,Two- and three-year-olds infer and reason about design intentions in order to categorize broken objects,"Deborah G. Kemler Nelson, Morghan B. Holt, Louisa Chan Egan","Department of Psychology, Swarthmore College, USA; Department of Psychology, Swarthmore College, USA; Department of Psychology, Swarthmore College, USA",543-549,REPORTS,https://doi.org/10.1111/j.1467-7687.2004.00378.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2004.00378.x,18,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2004.00378.x
Developmental Science,7, 5,2004,Maturation of fetal responses to music,"B.S. Kisilevsky, S.M.J. Hains, A.-Y. Jacquet, C. Granier-Deferre, J.P. Lecanuet","Queen's University and Kingston General Hospital, Kingston, Canada; Queen's University and Kingston General Hospital, Kingston, Canada; Université Paris V, Paris, France; Université Paris V, Paris, France; Université Paris V, Paris, France",550-559,REPORTS,https://doi.org/10.1111/j.1467-7687.2004.00379.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2004.00379.x,86,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2004.00379.x
Developmental Science,7, 5,2004,"Father absence, menarche and interest in infants among adolescent girls","Dario Maestripieri, James R. Roney, Nicole DeBias, Kristina M. Durante, Geertrui M. Spaepen","Institute for Mind and Biology, University of Chicago, USA; Institute for Mind and Biology, University of Chicago, USA; Institute for Mind and Biology, University of Chicago, USA; Institute for Mind and Biology, University of Chicago, USA; Institute for Mind and Biology, University of Chicago, USA",560-566,REPORT,https://doi.org/10.1111/j.1467-7687.2004.00380.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2004.00380.x,50,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2004.00380.x
Developmental Science,7, 5,2004,A first step in form-based category abstraction by 12-month-old infants,"Rebecca L. Gómez, Laura Lakusta","Department of Psychology, University of Arizona, USA; Departments of Cognitive Science and Psychological and Brain Sciences, The Johns Hopkins University, USA",567-580,PAPERS,https://doi.org/10.1111/j.1467-7687.2004.00381.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2004.00381.x,99,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2004.00381.x
Developmental Science,7, 5,2004,Learning during the newborn's first meal: special resistance to retroactive interference,"Sarah J. Ferdinand Cheslock, Sarah K. Sanders, Norman E. Spear","Sarah J. Ferdinand Cheslock is now at the Department of Psychology, Ithaca College, USA; Center for Developmental Psychobiology, Department of Psychology, Binghamton University, USA; Center for Developmental Psychobiology, Department of Psychology, Binghamton University, USA",581-598,PAPERS,https://doi.org/10.1111/j.1467-7687.2004.00382.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2004.00382.x,18,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2004.00382.x
Developmental Science,7, 5,2004,Twelve- and 16-month-old infants recognize properties of mentioned absent things,Megan M. Saylor,"Vanderbilt University, USA",599-611,PAPERS,https://doi.org/10.1111/j.1467-7687.2004.00383.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2004.00383.x,40,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2004.00383.x
Developmental Science,7, 5,2004,Volume Index,,N/A,612-615,VOLUME INDEX,https://doi.org/10.1111/j.1467-7687.2004.t01-1-00384.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2004.t01-1-00384.x,N/A,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2004.t01-1-00384.x
Developmental Science,8, 1,2005,Editorial,Mark H. Johnson Co-editor,N/A,iii,Editorial,https://doi.org/10.1111/j.1467-7687.2005.00386.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2005.00386.x,N/A,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2005.00386.x
Developmental Science,8, 1,2005,Links between social and linguistic processing of speech in preschool children with autism: behavioral and electrophysiological measures,"Patricia K. Kuhl, Sharon Coffey-Corina, Denise Padden, Geraldine Dawson","Center on Human Development and Disabilities and Department of Speech and Hearing Sciences, University of Washington, USA; Center on Human Development and Disabilities and Department of Speech and Hearing Sciences, University of Washington, USA; Center on Human Development and Disabilities and Department of Speech and Hearing Sciences, University of Washington, USA; UW Autism Center and Department of Psychology, University of Washington, USA",F1-F12,Original Articles,https://doi.org/10.1111/j.1467-7687.2004.00384.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2004.00384.x,340,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2004.00384.x
Developmental Science,8, 1,2005,Twelve- and 18-month-olds copy actions in terms of goals,"Malinda Carpenter, Josep Call, Michael Tomasello","Max Planck Institute for Evolutionary Anthropology, Leipzig, Germany; Max Planck Institute for Evolutionary Anthropology, Leipzig, Germany; Max Planck Institute for Evolutionary Anthropology, Leipzig, Germany",F13-F20,Original Articles,https://doi.org/10.1111/j.1467-7687.2004.00385.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2004.00385.x,174,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2004.00385.x
Developmental Science,8, 1,2005,Changing the tune: the structure of the input affects infants’ use of absolute and relative pitch,"Jenny R. Saffran, Karelyn Reeck, Aimee Niebuhr, Diana Wilson","Waisman Center and Department of Psychology, University of Wisconsin–Madison, USA; Waisman Center and Department of Psychology, University of Wisconsin–Madison, USA; Waisman Center and Department of Psychology, University of Wisconsin–Madison, USA; Waisman Center and Department of Psychology, University of Wisconsin–Madison, USA",1-7,REPORTS,https://doi.org/10.1111/j.1467-7687.2005.00387.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2005.00387.x,45,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2005.00387.x
Developmental Science,8, 1,2005,Young children's use of range-of-reference information in word learning,"D. Geoffrey Hall, Julie Bélanger","University of British Columbia, Canada; University of British Columbia, Canada",8-15,REPORTS,https://doi.org/10.1111/j.1467-7687.2005.00388.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2005.00388.x,9,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2005.00388.x
Developmental Science,8, 1,2005,Metacognitive development of deaf children: lessons from the appearance–reality and false belief tasks,"Cyril Courtin, Anne-Marie Melot","Equipe Développement et fonctionnement cognitifs, Groupe d’imagerie neurofonctionnelle, UMR 6194 CNRS – CEA – Universités de Caen et Paris V, France; Equipe Développement et fonctionnement cognitifs, Groupe d’imagerie neurofonctionnelle, UMR 6194 CNRS – CEA – Universités de Caen et Paris V, France",16-25,REPORTS,https://doi.org/10.1111/j.1467-7687.2005.00389.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2005.00389.x,49,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2005.00389.x
Developmental Science,8, 1,2005,The role of speech rhythm in language discrimination: further tests with a non-human primate,"Ruth Tincoff, Marc Hauser, Fritz Tsao, Geertrui Spaepen, Franck Ramus, Jacques Mehler","Department of Psychology, Harvard University, USA; Department of Psychology, Harvard University, USA; Program in Neurosciences, Harvard University, USA; Department of Psychology, Hillsdale College, USA; Department of Psychology, Harvard University, USA; Laboratoire de Sciences Cognitives et Psycholinguistique, EHESS/CNRS/ENS, Paris, France; Laboratoire de Sciences Cognitives et Psycholinguistique, EHESS/CNRS/ENS, Paris, France; International School for Advanced Studies, Trieste, Italy",26-35,REPORTS,https://doi.org/10.1111/j.1467-7687.2005.00390.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2005.00390.x,36,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2005.00390.x
Developmental Science,8, 1,2005,Maladaptive conflict monitoring as evidence for executive dysfunction in children with chromosome 22q11.2 deletion syndrome,"Joel P. Bish, Samantha M. Ferrante, Donna McDonald-McGinn, Elaine Zackai, Tony J. Simon","Children's Hospital of Philadelphia, USA; Children's Hospital of Philadelphia, USA; Children's Hospital of Philadelphia, USA; Children's Hospital of Philadelphia, USA; Children's Hospital of Philadelphia, USA; University of Pennsylvania, USA",36-43,REPORTS,https://doi.org/10.1111/j.1467-7687.2005.00391.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2005.00391.x,63,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2005.00391.x
Developmental Science,8, 1,2005,Disentangling dimensions in the dimensional change card-sorting task,"Daniela Kloo, Josef Perner","Department of Psychology, University of Salzburg, Salzburg, Austria; Department of Psychology, University of Salzburg, Salzburg, Austria",44-56,PAPERS,https://doi.org/10.1111/j.1467-7687.2005.00392.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2005.00392.x,88,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2005.00392.x
Developmental Science,8, 1,2005,On tools and toys: how children learn to act on and pretend with ‘virgin objects’,"Hannes Rakoczy, Michael Tomasello, Tricia Striano","Max-Planck-Institute for Evolutionary Anthropology, Leipzig, Germany; Max-Planck-Institute for Evolutionary Anthropology, Leipzig, Germany; Max-Planck-Institute for Evolutionary Anthropology, Leipzig, Germany",57-73,PAPERS,https://doi.org/10.1111/j.1467-7687.2005.00393.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2005.00393.x,54,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2005.00393.x
Developmental Science,8, 1,2005,Neurocognitive correlates of socioeconomic status in kindergarten children,"Kimberly G. Noble, M. Frank Norman, Martha J. Farah","University of Pennsylvania Center for Cognitive Neuroscience, Philadelphia, USA; Sackler Institute for Developmental Psychobiology, Weill Cornell Medical College, New York, USA; University of Pennsylvania Center for Cognitive Neuroscience, Philadelphia, USA; University of Pennsylvania Center for Cognitive Neuroscience, Philadelphia, USA",74-87,PAPERS,https://doi.org/10.1111/j.1467-7687.2005.00394.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-7687.2005.00394.x,656,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2005.00394.x
