Title,DOI,Publication Year,Authors,Article Type,Journal Title,Volume,Issue,Citation Count
Can connectionist models of phonology assembly account for phonology?,https://doi.org/10.3758/BF03196202,2001,"['Berent, Iris']",Article,Psychonomic Bulletin & Review,8,4,3
What is minimal about predictive inferences?,https://doi.org/10.3758/BF03196226,2001,"['McDaniel, Mark A.', 'Schmalhofer, Franz', 'Keefe, Dennis E.']",Brief Reports,Psychonomic Bulletin & Review,8,4,21
Visual search: Efficiency continuum or distinct processes?,https://doi.org/10.3758/BF03196212,2001,"['Haslam, Nick', 'Porter, Matthew', 'Rothschild, Louis']",Brief Reports,Psychonomic Bulletin & Review,8,4,18
Variability signatures distinguish verbal from nonverbal counting for both large and small numbers,https://doi.org/10.3758/BF03196206,2001,"['Cordes, Sara', 'Gelman, Rochel', 'Gallistel, C. R.', 'Whalen, John']",Brief Reports,Psychonomic Bulletin & Review,8,4,301
Retrieval conditions and false recognition: Testing the distinctiveness heuristic,https://doi.org/10.3758/BF03196224,2001,"['Schacter, Daniel L.', 'Cendan, Daniel L.', 'Dodson, Chad S.', 'Clifford, Erin R.']",Brief Reports,Psychonomic Bulletin & Review,8,4,N/A
"Lexical guidance in sentence processing: A note on Adams, Clifton, and Mitchell (1998)",https://doi.org/10.3758/BF03196228,2001,"['Van Gompel, Roger P. G.', 'Pickering, Martin J.']",Notes and Comment,Psychonomic Bulletin & Review,8,4,33
Causes of taxonomic sorting by adults: A test of the thematic-to-taxonomic shift,https://doi.org/10.3758/BF03196225,2001,"['Murphy, Gregory L.']",Brief Reports,Psychonomic Bulletin & Review,8,4,48
Bias in conceptual priming,https://doi.org/10.3758/BF03196219,2001,"['Thapar, Anjali', 'Rouder, Jeffrey N.']",Brief Reports,Psychonomic Bulletin & Review,8,4,4
Interpretation of significance levels by psychological researchers: The .05 cliff effect may be overstated,https://doi.org/10.3758/BF03196227,2001,"['Poitevineau, Jacques', 'Lecoutre, Bruno']",Brief Reports,Psychonomic Bulletin & Review,8,4,23
The effects of occlusion and past experience on the allocation of object-based attention,https://doi.org/10.3758/BF03196209,2001,"['Pratt, Jay', 'Sekuler, Allison B.']",Brief Reports,Psychonomic Bulletin & Review,8,4,46
Episodic-like memory in pigeons,https://doi.org/10.3758/BF03196204,2001,"['Zentall, Thomas R.', 'Clement, Tricia S.', 'Bhatt, Ramesh S.', 'Allen, Jessica']",Brief Reports,Psychonomic Bulletin & Review,8,4,139
Conditions favoring retroactive interference between antecedent events (cue competition) and between subsequent events (outcome competition),https://doi.org/10.3758/BF03196205,2001,"['Escobar, Martha', 'Arcediano, Francisco', 'Miller, Ralph R.']",Brief Reports,Psychonomic Bulletin & Review,8,4,19
The Stroop effect and single letter coloring: What replicates and what doesn’t?,https://doi.org/10.3758/BF03196229,2001,"['Besner, Derek', 'Stolz, Jennifer A.']",Retraction,Psychonomic Bulletin & Review,8,4,3
Data-driven recognition memory: A new technique and some data on age differences,https://doi.org/10.3758/BF03196222,2001,"['Parkin, Alan J.', 'Ward, Jamie', 'Squires, Ella J.', 'Furbear, Helen', 'Clark, Alice', 'Townshend, Julia']",Brief Reports,Psychonomic Bulletin & Review,8,4,31
Types and tokens in transsaccadic object identification: Effects of spatial position and left-right orientation,https://doi.org/10.3758/BF03196214,2001,"['Henderson, John M.', 'Siefert, Amy B. C.']",Brief Reports,Psychonomic Bulletin & Review,8,4,41
Spontaneous allocation of visual attention: Dominant role of uniqueness,https://doi.org/10.3758/BF03196213,2001,"['Pashler, Harold', 'Harris, Christine R.']",Brief Reports,Psychonomic Bulletin & Review,8,4,30
Perceptual learning with odors: Implications for psychological accounts of odor quality perception,https://doi.org/10.3758/BF03196207,2001,"['Stevenson, Richard J.']",Brief Reports,Psychonomic Bulletin & Review,8,4,37
"Loss of rapid phonological recoding in reading Hanja, the logographic script of Korean",https://doi.org/10.3758/BF03196218,2001,"['Kim, Jeesun', 'Davis, Chris']",Brief Reports,Psychonomic Bulletin & Review,8,4,2
Directing attention to movement effects enhances learning: A review,https://doi.org/10.3758/BF03196201,2001,"['Wulf, Gabriele', 'Prinz, Wolfgang']",Article,Psychonomic Bulletin & Review,8,4,486
The role of meaning and familiarity in mental transformations,https://doi.org/10.3758/BF03196211,2001,"['Smith, Wendy', 'Dror, Itiel E.']",Brief Reports,Psychonomic Bulletin & Review,8,4,18
To see and remember: Visually specific information is retained in memory from previously attended objects in natural scenes,https://doi.org/10.3758/BF03196215,2001,"['Hollingworth, Andrew', 'Williams, Carrick C.', 'Henderson, John M.']",Brief Reports,Psychonomic Bulletin & Review,8,4,203
Semantic processing in visual word recognition: Activation blocking and domain specificity,https://doi.org/10.3758/BF03196217,2001,"['Brown, Matthew S.', 'Roberts, Martha Anne', 'Besner, Derek']",Brief Reports,Psychonomic Bulletin & Review,8,4,18
Time course of amodal completion revealed by a shape discrimination task,https://doi.org/10.3758/BF03196208,2001,"['Murray, Richard F.', 'Sekuler, Allison B.', 'Bennett, Patrick J.']",Brief Reports,Psychonomic Bulletin & Review,8,4,46
Expecting dirt but saying dart: The creation of a blend memory,https://doi.org/10.3758/BF03196223,2001,"['Humphreys, Michael S.', 'Burt, Jennifer S.', 'Lawrence, Sandra']",Brief Reports,Psychonomic Bulletin & Review,8,4,4
When it does hurt to try: Adult age differences in the effects of instructions on implicit pattern learning,https://doi.org/10.3758/BF03196220,2001,"['Howard, Darlene V.', 'Howard, James H.']",Brief Reports,Psychonomic Bulletin & Review,8,4,107
Making features similar: Comparison processes affect perception,https://doi.org/10.3758/BF03196210,2001,"['Hassin, Ran R.']",Brief Reports,Psychonomic Bulletin & Review,8,4,3
In what sense is implicit memory “episodic”? The effect of reinstating environmental context,https://doi.org/10.3758/BF03196221,2001,"['McKone, Elinor', 'French, Brooke']",Brief Reports,Psychonomic Bulletin & Review,8,4,23
Infants attend to second-order relational properties of faces,https://doi.org/10.3758/BF03196216,2001,"['Thompson, L. A.', 'Madrid, V.', 'Westbrook, S.', 'Johnston, V.']",Brief Reports,Psychonomic Bulletin & Review,8,4,29
Editor’s note,https://doi.org/10.3758/BF03196253,2002,"['Wixted, John T.']",Article,Psychonomic Bulletin & Review,9,1,N/A
The effect of testing procedure on remember-know judgments,https://doi.org/10.3758/BF03196270,2002,"['Eldridge, Laura L.', 'Sarfatti, Stacey', 'Knowlton, Barbara J.']",Brief Reports,Psychonomic Bulletin & Review,9,1,83
Single versus multiple systems of category learning: Reply to Nosofsky and Kruschke (2002),https://doi.org/10.3758/BF03196275,2002,"['Ashby, F. Gregory', 'Ell, Shawn W.']",Notes and Comment,Psychonomic Bulletin & Review,9,1,18
Extending the ALCOVE model of category learning to featural stimulus domains,https://doi.org/10.3758/BF03196256,2002,"['Lee, Michael D.', 'Navarro, Daniel J.']",Theoretical and Review Articles,Psychonomic Bulletin & Review,9,1,41
"Conference announcement and call for papers touch, blindness, and neuroscience Madrid, Spain october 16–18, 2002",https://doi.org/10.3758/BF03196268,2002,[],Article,Psychonomic Bulletin & Review,9,1,N/A
Call for papersBRMIC special issue on eye movement research methods,https://doi.org/10.3758/BF03196264,2002,[],Article,Psychonomic Bulletin & Review,9,1,N/A
Automatic stimulus-response associations may be semantically mediated,https://doi.org/10.3758/BF03196263,2002,"['Reynvoet, Bert', 'Caessens, Bernie', 'Brysbaert, Marc']",Brief Reports,Psychonomic Bulletin & Review,9,1,50
Morphology by itself in planning the production of spoken words,https://doi.org/10.3758/BF03196269,2002,"['Roelofs, Ardi', 'Baayen, Harald']",Brief Reports,Psychonomic Bulletin & Review,9,1,69
Stochastic catastrophe analysis of switches in the perception of apparent motion,https://doi.org/10.3758/BF03196255,2002,"['Ploeger, Annemie', 'Van Der Maas, Han L. J.', 'Hartelman, Pascal A. I.']",Theoretical and Review Articles,Psychonomic Bulletin & Review,9,1,26
Traps in the route to models of memory and decision,https://doi.org/10.3758/BF03196254,2002,"['Estes, W. K.']",Psychonomic Society Keynote Address,Psychonomic Bulletin & Review,9,1,63
Rule-based extrapolation in perceptual categorization,https://doi.org/10.3758/BF03196273,2002,"['Erickson, Michael A.', 'Kruschke, John K.']",Brief Reports,Psychonomic Bulletin & Review,9,1,37
The importance of irrelevant-dimension variability in the Stroop flanker task,https://doi.org/10.3758/BF03196266,2002,"['Morein-Zamir, Sharon', 'Henik, Avishai', 'Spitzer-Davidson, Idit']",Brief Reports,Psychonomic Bulletin & Review,9,1,13
Residual costs in task switching: Testing the failure-to-engage hypothesis,https://doi.org/10.3758/BF03196259,2002,"['Nieuwenhuis, Sander', 'Monsell, Stephen']",Brief Reports,Psychonomic Bulletin & Review,9,1,107
A basis for bias in geographical judgments,https://doi.org/10.3758/BF03196272,2002,"['Friedman, Alinda', 'Brown, Norman R.', 'Mcgaffey, Aaron P.']",Brief Reports,Psychonomic Bulletin & Review,9,1,24
Syntactic priming in English sentence production: Categorical and latency evidence from an Internet-based study,https://doi.org/10.3758/BF03196267,2002,"['Corley, Martin', 'Scheepers, Christoph']",Brief Reports,Psychonomic Bulletin & Review,9,1,99
Priming and interference effects can be dissociated in the Stroop task: New evidence in favor of the automaticity of word recognition,https://doi.org/10.3758/BF03196265,2002,"['Catena, Andrés', 'Fuentes, Luis J.', 'Tudela, Pío']",Brief Reports,Psychonomic Bulletin & Review,9,1,30
An endogenous distributed model of ordering in serial recall,https://doi.org/10.3758/BF03196257,2002,"['Farrell, Simon', 'Lewandowsky, Stephan']",Theoretical and Review Articles,Psychonomic Bulletin & Review,9,1,291
SCiP 2002 call for papers,https://doi.org/10.3758/BF03196260,2002,[],Article,Psychonomic Bulletin & Review,9,1,N/A
Inhibition of action rules,https://doi.org/10.3758/BF03196261,2002,"['Mayr, Ulrich']",Brief Reports,Psychonomic Bulletin & Review,9,1,87
Subliminal words activate semantic categories (not automated motor responses),https://doi.org/10.3758/BF03196262,2002,"['Abrams, Richard L.', 'Klinger, Mark R.', 'Greenwald, Anthony G.']",Brief Reports,Psychonomic Bulletin & Review,9,1,83
Vantage point in episodic memory,https://doi.org/10.3758/BF03196271,2002,"['Mcisaac, Heather K.', 'Eich, Eric']",Brief Reports,Psychonomic Bulletin & Review,9,1,168
Single-system models and interference in category learning: Commentary on Waldron and Ashby (2001),https://doi.org/10.3758/BF03196274,2002,"['Nosofsky, Robert M.', 'Kruschke, John K.']",Notes and Comment,Psychonomic Bulletin & Review,9,1,36
Inhibition of return in static and dynamic displays,https://doi.org/10.3758/BF03196258,2002,"['Christ, Shawn E.', 'Mccrae, Christina S.', 'Abrams, Richard A.']",Brief Reports,Psychonomic Bulletin & Review,9,1,21
Attentional coding of categorical relations in scene perception: Evidence from the flicker paradigm,https://doi.org/10.3758/BF03196288,2002,"['Rosielle, Luke J.', 'Crabb, Brian T.', 'Cooper, Eric E.']",Brief Reports,Psychonomic Bulletin & Review,9,2,10
Dissociation between priming and recognition in the expression of sequential knowledge,https://doi.org/10.3758/BF03196294,2002,"['Shanks, David R.', 'Perruchet, Pierre']",Brief Reports,Psychonomic Bulletin & Review,9,2,70
Context matching and judgments of recency,https://doi.org/10.3758/BF03196295,2002,"['Hintzman, Douglas L.']",Brief Reports,Psychonomic Bulletin & Review,9,2,16
The influence of the lexicon on speech read word recognition: Contrasting segmental and lexical distinctiveness,https://doi.org/10.3758/BF03196291,2002,"['Auer, Edward T.']",Brief Reports,Psychonomic Bulletin & Review,9,2,36
Quantile maximum likelihood estimation of response time distributions,https://doi.org/10.3758/BF03196299,2002,"['Heathcote, Andrew', 'Brown, Scott', 'Mewhort, D. J. K.']",Notes and Comment,Psychonomic Bulletin & Review,9,2,184
Directed forgetting of actions by younger and older adults,https://doi.org/10.3758/BF03196297,2002,"['Earles, Julie L.', 'Kersten, Alan W.']",Brief Reports,Psychonomic Bulletin & Review,9,2,43
Privileged access to action for objects relative to words,https://doi.org/10.3758/BF03196292,2002,"['Chainay, Hanna', 'Humphreys, Glyn W.']",Brief Reports,Psychonomic Bulletin & Review,9,2,32
Self-control in honeybees,https://doi.org/10.3758/BF03196280,2002,"['Cheng, Ken', 'Peña, Jennifer', 'Porter, Melanie A.', 'Irwin, Julia D.']",Brief Reports,Psychonomic Bulletin & Review,9,2,33
Activity-based anorexia: Ambient temperature has been a neglected factor,https://doi.org/10.3758/BF03196278,2002,"['Gutiérrez, Emilio', 'Vázquez, Reyes', 'Boakes, R. A.']",Theoretical and Review Articles,Psychonomic Bulletin & Review,9,2,56
The emergence of item-specific encoding effects in between-subjects designs: Perceptual interference and multiple recall tests,https://doi.org/10.3758/BF03196296,2002,"['Mulligan, Neil W.']",Brief Reports,Psychonomic Bulletin & Review,9,2,13
Recognizing the un-real McCoy: Priming and the modularity of face recognition,https://doi.org/10.3758/BF03196289,2002,"['Faulkner, Therese F.', 'Rhodes, Gillian', 'Palermo, Romina', 'Pellicano, Elizabeth', 'Ferguson, Diane']",Brief Reports,Psychonomic Bulletin & Review,9,2,12
The Doppler effect is not what you think it is: Dramatic pitch change due to dynamic intensity change,https://doi.org/10.3758/BF03196286,2002,"['Mcbeath, Michael K.', 'Neuhoff, John G.']",Brief Reports,Psychonomic Bulletin & Review,9,2,29
Stimulus-response compatibility and psychological refractory period effects: Implications for response selection,https://doi.org/10.3758/BF03196277,2002,"['Lien, Mei-Ching', 'Proctor, Robert W.']",Theoretical and Review Articles,Psychonomic Bulletin & Review,9,2,175
Spatial-frequency uncertainty and cuing effects on psychometric functions for contrast detection,https://doi.org/10.3758/BF03196282,2002,"['Ohtani, Yoshio', 'Mori, Shuji']",Brief Reports,Psychonomic Bulletin & Review,9,2,3
A diffusion model account of response time and accuracy in a brightness discrimination task: Fitting real data and failing to fit fake but plausible data,https://doi.org/10.3758/BF03196283,2002,"['Ratcliff, Roger']",Brief Reports,Psychonomic Bulletin & Review,9,2,247
"The accessibility of characters in single sentences: Proper names, common nouns, and first mention",https://doi.org/10.3758/BF03196293,2002,"['Mcdonald, Janet L.', 'Shaibe, Deborah M.']",Brief Reports,Psychonomic Bulletin & Review,9,2,3
Hemispheric asymmetries in categorical judgments of direction versus coordinate judgments of velocity of motion,https://doi.org/10.3758/BF03196285,2002,"['Christman, Stephen D.']",Brief Reports,Psychonomic Bulletin & Review,9,2,2
"The accessibility of characters in single sentences: Proper names, common nouns, and first mention",https://doi.org/10.3758/BF03196293,2002,"['Mcdonald, Janet L.', 'Shaibe, Deborah M.']",Brief Reports,Psychonomic Bulletin & Review,9,2,3
Eye gaze is not unique: Automatic orienting in response to uninformative arrows,https://doi.org/10.3758/BF03196287,2002,"['Tipples, Jason']",Brief Reports,Psychonomic Bulletin & Review,9,2,371
A new effect of luminance gradient on achromatic simultaneous contrast,https://doi.org/10.3758/BF03196281,2002,"['Agostini, Tiziano', 'Galmonte, Alessandra']",Brief Reports,Psychonomic Bulletin & Review,9,2,47
Pitch characteristics of infant-directed speech affect infants’ ability to discriminate vowels,https://doi.org/10.3758/BF03196290,2002,"['Trainor, Laurel J.', 'Desjardins, Renée N.']",Brief Reports,Psychonomic Bulletin & Review,9,2,129
Successor states in a four-state ambiguous figure,https://doi.org/10.3758/BF03196284,2002,"['Burton, Gregory']",Brief Reports,Psychonomic Bulletin & Review,9,2,8
Learning to vary and varying to learn,https://doi.org/10.3758/BF03196279,2002,"['Grunow, Alicia', 'Neuringer, Allen']",Brief Reports,Psychonomic Bulletin & Review,9,2,54
