Title,Article URL,Authors,PDF Link,Article Type
Emotional transfer in goal systems,https://www.sciencedirect.com/science/article/pii/S0022103104000393,"Ayelet Fishbach, James Y Shah, Arie W Kruglanski",https://www.sciencedirect.com/science/article/pii/S0022103104000393/pdfft?md5=ef8be314dd5a478672a129bf20e03039&pid=1-s2.0-S0022103104000393-main.pdf,Research article
The influence of abstract and concrete mindsets on anticipating and guiding others' self-regulatory efforts,https://www.sciencedirect.com/science/article/pii/S0022103104000411,"Antonio L. Freitas, Peter Gollwitzer, Yaacov Trope",https://www.sciencedirect.com/science/article/pii/S0022103104000411/pdfft?md5=d2820bc960cf858cf4191b54932e621a&pid=1-s2.0-S0022103104000411-main.pdf,Research article
You've got mail: Using e-mail to examine the effect of prejudiced attitudes on discrimination against Arabs,https://www.sciencedirect.com/science/article/pii/S002210310400023X,"Brad J. Bushman, Angelica M. Bonacci",https://www.sciencedirect.com/science/article/pii/S002210310400023X/pdfft?md5=659d2d2a66425e22c32ec667b7af359b&pid=1-s2.0-S002210310400023X-main.pdf,Research article
Perspective taking in children and adults: Equivalent egocentrism but differential correction,https://www.sciencedirect.com/science/article/pii/S0022103104000241,"Nicholas Epley, Carey K Morewedge, Boaz Keysar",https://www.sciencedirect.com/science/article/pii/S0022103104000241/pdfft?md5=4b5396d40d729a8f540395bf33a672ba&pid=1-s2.0-S0022103104000241-main.pdf,Research article
Self-activation is a two-edged sword: The effects of I primes on cooperation,https://www.sciencedirect.com/science/article/pii/S0022103104000277,Sonja Utz,https://www.sciencedirect.com/science/article/pii/S0022103104000277/pdfft?md5=8faa885a34c0c173d81ad021fb3b9651&pid=1-s2.0-S0022103104000277-main.pdf,Research article
Coping with a threatened group identity: Psychosocial and neuroendocrine responses,https://www.sciencedirect.com/science/article/pii/S002210310400040X,"Kimberly Matheson, Barbara M. Cole",https://www.sciencedirect.com/science/article/pii/S002210310400040X/pdfft?md5=2731cec2d4fd23f3e5d05aa87a1e0550&pid=1-s2.0-S002210310400040X-main.pdf,Research article
Temporal self-appraisal and attributional focus,https://www.sciencedirect.com/science/article/pii/S0022103104000423,Geoffrey Haddock,https://www.sciencedirect.com/science/article/pii/S0022103104000423/pdfft?md5=f1074e9997b358fb2aba0929c7f1b180&pid=1-s2.0-S0022103104000423-main.pdf,Research article
The role of neuroticism on psychological and physiological stress responses,https://www.sciencedirect.com/science/article/pii/S0022103104000435,Tamera R. Schneider,https://www.sciencedirect.com/science/article/pii/S0022103104000435/pdfft?md5=d0f52a88c267ed9fce36b3a8e3c0e9aa&pid=1-s2.0-S0022103104000435-main.pdf,Research article
Event frequency and comparative optimism: Another look at the indirect elicitation method of self-others risks,https://www.sciencedirect.com/science/article/pii/S0022103104000447,"Yechiel Klar, Shahar Ayal",https://www.sciencedirect.com/science/article/pii/S0022103104000447/pdfft?md5=24f8463a0ddece942dcf780da423daff&pid=1-s2.0-S0022103104000447-main.pdf,Research article
Diagnosing the difficulty of conflict resolution between individuals from the same and different social groups,https://www.sciencedirect.com/science/article/pii/S0022103104000496,"Oscar Ybarra, Ana-Christina Ramón",https://www.sciencedirect.com/science/article/pii/S0022103104000496/pdfft?md5=664657da890bd858b512c4066107faa8&pid=1-s2.0-S0022103104000496-main.pdf,Research article
Volume Author Index,https://www.sciencedirect.com/science/article/pii/S0022103104000964,,https://www.sciencedirect.com/science/article/pii/S0022103104000964/pdfft?md5=92f5fb717694ba644f0615a0f19d773a&pid=1-s2.0-S0022103104000964-main.pdf,N/A
Volume ToC,https://www.sciencedirect.com/science/article/pii/S002210310400099X,,https://www.sciencedirect.com/science/article/pii/S002210310400099X/pdfft?md5=08f565107c72ad50fc81832a8c955792&pid=1-s2.0-S002210310400099X-main.pdf,N/A
Editorial Board,https://www.sciencedirect.com/science/article/pii/S0022103104001234,,https://www.sciencedirect.com/science/article/pii/S0022103104001234/pdfft?md5=f4f754b26ee1fa473925558b352f9696&pid=1-s2.0-S0022103104001234-main.pdf,N/A
Table of Contents,https://www.sciencedirect.com/science/article/pii/S0022103104001246,,https://www.sciencedirect.com/science/article/pii/S0022103104001246/pdfft?md5=7dd25316917b32dc5bd375d8ff422b7f&pid=1-s2.0-S0022103104001246-main.pdf,N/A
Whose self is it anyway? Self-aspect control moderates the relation between self-complexity and well-being,https://www.sciencedirect.com/science/article/pii/S0022103104000265,"Allen R. McConnell, Jeanette M. Renaud, Kristy K. Dean, Sharin P. Green, ... Robert J. Rydell",https://www.sciencedirect.com/science/article/pii/S0022103104000265/pdfft?md5=ee5123cc129a2620200fbb6a980f0448&pid=1-s2.0-S0022103104000265-main.pdf,Research article
Saying no to negativity: The effects of context and motivation to control prejudice on automatic evaluative responses,https://www.sciencedirect.com/science/article/pii/S0022103104000459,"William W. Maddux, Jamie Barden, Marilynn B. Brewer, Richard E. Petty",https://www.sciencedirect.com/science/article/pii/S0022103104000459/pdfft?md5=dc58a3fab92f75cd25a6c9f3877e5076&pid=1-s2.0-S0022103104000459-main.pdf,Research article
Mental control and visual illusions: Toward explaining race-biased weapon misidentifications,https://www.sciencedirect.com/science/article/pii/S0022103104000460,"B.Keith Payne, Yujiro Shimizu, Larry L. Jacoby",https://www.sciencedirect.com/science/article/pii/S0022103104000460/pdfft?md5=bb2defdd3a2ec396f6ca9dc24a4c2942&pid=1-s2.0-S0022103104000460-main.pdf,Research article
Interactive effects of life experience and situational cues on aggression: The weapons priming effect in hunters and nonhunters,https://www.sciencedirect.com/science/article/pii/S0022103104000587,"Bruce D. Bartholow, Craig A. Anderson, Nicholas L. Carnagey, Arlin J. Benjamin",https://www.sciencedirect.com/science/article/pii/S0022103104000587/pdfft?md5=214e5b8f30fbec55084535e7ac8d463b&pid=1-s2.0-S0022103104000587-main.pdf,Research article
The moderating effect of trigger intensity on triggered displaced aggression,https://www.sciencedirect.com/science/article/pii/S0022103104000605,"Eduardo A. Vasquez, Thomas F. Denson, William C. Pedersen, Douglas M. Stenstrom, Norman Miller",https://www.sciencedirect.com/science/article/pii/S0022103104000605/pdfft?md5=34f6f2a2e70ed95cc60cd282d1b45fc8&pid=1-s2.0-S0022103104000605-main.pdf,Research article
Kicking the habit: Effects of nonstereotypic association training and correction processes on hiring decisions,https://www.sciencedirect.com/science/article/pii/S0022103104000575,"Kerry Kawakami, John F. Dovidio, Simone van Kamp",https://www.sciencedirect.com/science/article/pii/S0022103104000575/pdfft?md5=dcd53f28fc1123c6e55d224b8555ed06&pid=1-s2.0-S0022103104000575-main.pdf,Research article
When “different” means “worse”: In-group prototypicality in changing intergroup contexts,https://www.sciencedirect.com/science/article/pii/S0022103104000599,"Sven Waldzus, Amélie Mummendey, Michael Wenzel",https://www.sciencedirect.com/science/article/pii/S0022103104000599/pdfft?md5=822e54297f96a7ca72673a53cbbe3202&pid=1-s2.0-S0022103104000599-main.pdf,Research article
Gender moderates the relation between implicit and explicit self-esteem,https://www.sciencedirect.com/science/article/pii/S0022103104000617,"Brett W. Pelham, Sander L. Koole, Curtis D. Hardin, John J. Hetts, ... Tracy DeHart",https://www.sciencedirect.com/science/article/pii/S0022103104000617/pdfft?md5=82a11439b53362b267c0d67380f2ad5b&pid=1-s2.0-S0022103104000617-main.pdf,Research article
Table of contents,https://www.sciencedirect.com/science/article/pii/S0022103105000168,,https://www.sciencedirect.com/science/article/pii/S0022103105000168/pdfft?md5=8e54a511c6c68f07d97ae34810ae5498&pid=1-s2.0-S0022103105000168-main.pdf,N/A
Editorial board,https://www.sciencedirect.com/science/article/pii/S0022103105000156,,https://www.sciencedirect.com/science/article/pii/S0022103105000156/pdfft?md5=3b29f59161eeac967a4d40faa2abe70d&pid=1-s2.0-S0022103105000156-main.pdf,N/A
An enquiry concerning the principles of cultural norms and values: The impact of uncertainty and mortality salience on reactions to violations and bolstering of cultural worldviews,https://www.sciencedirect.com/science/article/pii/S0022103104000642,"Kees van den Bos, P. Marijn Poortvliet, Marjolein Maas, Joost Miedema, Ernst-Jan van den Ham",https://www.sciencedirect.com/science/article/pii/S0022103104000642/pdfft?md5=7f9c00573541bfeab1680e5734b1c259&pid=1-s2.0-S0022103104000642-main.pdf,Research article
On the predictive validity of implicit attitude measures: The moderating effect of perceived group variability,https://www.sciencedirect.com/science/article/pii/S0022103104000708,"Alan J. Lambert, B. Keith Payne, Suzanne Ramsey, Lara M. Shaffer",https://www.sciencedirect.com/science/article/pii/S0022103104000708/pdfft?md5=67d0858f9405610d341fe9a354f5e2d1&pid=1-s2.0-S0022103104000708-main.pdf,Research article
Automatic goal inferences,https://www.sciencedirect.com/science/article/pii/S0022103104000721,"Ran R. Hassin, Henk Aarts, Melissa J. Ferguson",https://www.sciencedirect.com/science/article/pii/S0022103104000721/pdfft?md5=2b946e6c88106a18e6d7a4bf96395f7a&pid=1-s2.0-S0022103104000721-main.pdf,Research article
Eliminating automatic racial bias: Making race non-diagnostic for responses to criminal suspects,https://www.sciencedirect.com/science/article/pii/S0022103104000745,"E. Ashby Plant, B. Michelle Peruche, David A. Butz",https://www.sciencedirect.com/science/article/pii/S0022103104000745/pdfft?md5=9dd2cc9f80fd2a4b0220f67cd5c82178&pid=1-s2.0-S0022103104000745-main.pdf,Research article
Self-uncertainty and responsiveness to procedural justice,https://www.sciencedirect.com/science/article/pii/S0022103104000757,"David De Cremer, Constantine Sedikides",https://www.sciencedirect.com/science/article/pii/S0022103104000757/pdfft?md5=6d2037cf1565bfe33bea9e7bcbaf2ca6&pid=1-s2.0-S0022103104000757-main.pdf,Research article
Arousal and stereotype threat,https://www.sciencedirect.com/science/article/pii/S0022103104000629,"Talia Ben-Zeev, Steven Fein, Michael Inzlicht",https://www.sciencedirect.com/science/article/pii/S0022103104000629/pdfft?md5=25b8bc2b72a872ae3b36b65d95185418&pid=1-s2.0-S0022103104000629-main.pdf,Research article
"After-affects: How automatic evaluations influence the interpretation of subsequent, unrelated stimuli",https://www.sciencedirect.com/science/article/pii/S0022103104000630,"Melissa J. Ferguson, John A. Bargh, David A. Nayak",https://www.sciencedirect.com/science/article/pii/S0022103104000630/pdfft?md5=8bc3dce84849918cc950ad6928a0dc2f&pid=1-s2.0-S0022103104000630-main.pdf,Research article
When the pressure is up: The assessment of social identity threat in low and high status groups,https://www.sciencedirect.com/science/article/pii/S0022103104000654,"Daan Scheepers, Naomi Ellemers",https://www.sciencedirect.com/science/article/pii/S0022103104000654/pdfft?md5=0d15460a6cfe6a8d083df1dcbaebefbe&pid=1-s2.0-S0022103104000654-main.pdf,Research article
Better late than early: The influence of timing on apology effectiveness,https://www.sciencedirect.com/science/article/pii/S0022103104001167,"Cynthia McPherson Frantz, Courtney Bennigson",https://www.sciencedirect.com/science/article/pii/S0022103104001167/pdfft?md5=61d4bad6f9737f89d67ebfc132b56e40&pid=1-s2.0-S0022103104001167-main.pdf,Research article
Suppressing the negative effect of devaluation on group identification: The role of intergroup differentiation and intragroup respect,https://www.sciencedirect.com/science/article/pii/S0022103104001179,"Jolanda Jetten, Michael T. Schmitt, Nyla R. Branscombe, Blake M. McKimmie",https://www.sciencedirect.com/science/article/pii/S0022103104001179/pdfft?md5=f8db2a93586399e87ec26b2a2395a523&pid=1-s2.0-S0022103104001179-main.pdf,Research article
Acknowledgment,https://www.sciencedirect.com/science/article/pii/S0022103105000211,,https://www.sciencedirect.com/science/article/pii/S0022103105000211/pdfft?md5=9b58497bb9742bb72bf5cfebdc7342d3&pid=1-s2.0-S0022103105000211-main.pdf,N/A
Editorial board,https://www.sciencedirect.com/science/article/pii/S0022103105000399,,https://www.sciencedirect.com/science/article/pii/S0022103105000399/pdfft?md5=d95cd0768d81b5f84b367b5462be090f&pid=1-s2.0-S0022103105000399-main.pdf,N/A
Table of Contents,https://www.sciencedirect.com/science/article/pii/S0022103105000405,,https://www.sciencedirect.com/science/article/pii/S0022103105000405/pdfft?md5=13438d28c5caac21279adc15f092e0e8&pid=1-s2.0-S0022103105000405-main.pdf,N/A
"Reaching out: Across disciplines, across cultures",https://www.sciencedirect.com/science/article/pii/S0022103104001222,Marilynn B. Brewer,https://www.sciencedirect.com/science/article/pii/S0022103104001222/pdfft?md5=64515b12d39140c31acfa014569f3d19&pid=1-s2.0-S0022103104001222-main.pdf,Editorial
Accessibility from active and fulfilled goals,https://www.sciencedirect.com/science/article/pii/S0022103104000733,"Jens Förster, Nira Liberman, E. Tory Higgins",https://www.sciencedirect.com/science/article/pii/S0022103104000733/pdfft?md5=36c04d7251c4327542a0cc9ed5e92ed4&pid=1-s2.0-S0022103104000733-main.pdf,Research article
Hoist on your own petard: When prejudiced remarks are recognized and backfire on speakers,https://www.sciencedirect.com/science/article/pii/S0022103104000769,"Lynda Mae, Donal E. Carlston",https://www.sciencedirect.com/science/article/pii/S0022103104000769/pdfft?md5=9230cc06bcbf174ffdd7e02d089264bb&pid=1-s2.0-S0022103104000769-main.pdf,Research article
The substitutability of external control and self-control,https://www.sciencedirect.com/science/article/pii/S0022103104000800,"Ayelet Fishbach, Yaacov Trope",https://www.sciencedirect.com/science/article/pii/S0022103104000800/pdfft?md5=e91121a407835f0855219d1775ddd3d3&pid=1-s2.0-S0022103104000800-main.pdf,Research article
Appraising the unusual: Framing effects and moderators of uniqueness-seeking and social projection,https://www.sciencedirect.com/science/article/pii/S0022103104000812,"Daniel R. Ames, Sheena S. Iyengar",https://www.sciencedirect.com/science/article/pii/S0022103104000812/pdfft?md5=ac290b939cdbdc0fb413de192e60b6c9&pid=1-s2.0-S0022103104000812-main.pdf,Research article
The relationship between parental racial attitudes and children’s implicit prejudice,https://www.sciencedirect.com/science/article/pii/S0022103104000666,"Stacey Sinclair, Elizabeth Dunn, Brian Lowery",https://www.sciencedirect.com/science/article/pii/S0022103104000666/pdfft?md5=1763ece8130b9ee362dd77674d1bcc05&pid=1-s2.0-S0022103104000666-main.pdf,Research article
Does activating justice help or hurt in promoting forgiveness?,https://www.sciencedirect.com/science/article/pii/S002210310400068X,"Johan C. Karremans, Paul A.M. Van Lange",https://www.sciencedirect.com/science/article/pii/S002210310400068X/pdfft?md5=a8d654896c908d599d8928f8fba1aa0a&pid=1-s2.0-S002210310400068X-main.pdf,Research article
