Journal,Volume,Issue,Publication Year,Title,Authors,Pages,Type,DOI,PDF Link
Journal of Experimental Psychology: General,135,3,2006,The time of our lives: Life span development of timing and event tracking.,"McAuley, J. Devin; Jones, Mari Riess; Holub, Shayla; Johnston, Heather M.; Miller, Nathaniel S.",348-348-367,Articles,https://doi.org/10.1037/0096-3445.135.3.348,https://psycnet.apa.orgxge/135/3/348.pdf
Journal of Experimental Psychology: General,135,3,2006,"Rate of acquisition, adult age, and basic cognitive abilities predict forgetting: New views on a classic problem.","MacDonald, Stuart W. S.; Stigsdotter-Neely, Anna; Derwinger, Anna; Bäckman, Lars",368-368-390,Articles,https://doi.org/10.1037/0096-3445.135.3.368,https://psycnet.apa.orgxge/135/3/368.pdf
Journal of Experimental Psychology: General,135,3,2006,An application of the Poisson race model to confidence calibration.,"Merkle, Edgar C.; Van Zandt, Trisha",391-391-408,Articles,https://doi.org/10.1037/0096-3445.135.3.391,https://psycnet.apa.orgxge/135/3/391.pdf
Journal of Experimental Psychology: General,135,3,2006,Intuitive confidence: Choosing between intuitive and nonintuitive alternatives.,"Simmons, Joseph P.; Nelson, Leif D.",409-409-428,Articles,https://doi.org/10.1037/0096-3445.135.3.409,https://psycnet.apa.orgxge/135/3/409.pdf
Journal of Experimental Psychology: General,135,3,2006,Inflation of conditional predictions.,"Koriat, Asher; Fiedler, Klaus; Bjork, Robert A.",429-429-447,Articles,https://doi.org/10.1037/0096-3445.135.3.429,https://psycnet.apa.orgxge/135/3/429.pdf
Journal of Experimental Psychology: General,135,3,2006,"Looking at perspective pictures from too far, too close, and just right.","Juricevic, Igor; Kennedy, John M.",448-448-461,Articles,https://doi.org/10.1037/0096-3445.135.3.448,https://psycnet.apa.orgxge/135/3/448.pdf
Journal of Experimental Psychology: General,135,3,2006,"""Do we need algebraic-like computations? A reply to Bonatti, Pena, Nespor, and Mehler (2004)"": Correction to Perruchet et al. (2006).","Perruchet, Pierre; Peereman, Ronald; Tyler, Michael D.",461-461,Other,https://doi.org/10.1037/0096-3445.135.3.461,https://psycnet.apa.orgxge/135/3/461.pdf
Journal of Experimental Psychology: General,135,3,2006,From tip-of-the-tongue (TOT) data to theoretical implications in two steps: When more TOTs means better retrieval.,"Gollan, Tamar H.; Brown, Alan S.",462-462-483,Articles,https://doi.org/10.1037/0096-3445.135.3.462,https://psycnet.apa.orgxge/135/3/462.pdf
Journal of Experimental Psychology: General,135,3,2006,"Active masks and active inhibition: A comment on Lleras and Enns (2004) and on Verleger, Jaśkowski, Aydemir, van der Lubbe, and Groen (2004).","Schlaghecken, Friederike; Eimer, Martin",484-484-494,Comments,https://doi.org/10.1037/0096-3445.135.3.484,https://psycnet.apa.orgxge/135/3/484.pdf
Journal of Experimental Psychology: General,135,3,2006,"How much like a target can a mask be? Geometric, spatial, and temporal similarity in priming: A reply to Schlaghecken and Eimer (2006).","Lleras, Alejandro; Enns, James T.",495-495-500,Comments,https://doi.org/10.1037/0096-3445.135.3.495,https://psycnet.apa.orgxge/135/3/495.pdf
Journal of Experimental Psychology: General,135,4,2006,Distortions in the perceived lightness of faces: The role of race categories.,"Levin, Daniel T.; Banaji, Mahzarin R.",501-501-512,Articles,https://doi.org/10.1037/0096-3445.135.4.501,https://psycnet.apa.orgxge/135/4/501.pdf
Journal of Experimental Psychology: General,135,4,2006,A theory of dynamic occluded and illusory object perception.,"Palmer, Evan M.; Kellman, Philip J.; Shipley, Thomas F.",513-513-541,Articles,https://doi.org/10.1037/0096-3445.135.4.513,https://psycnet.apa.orgxge/135/4/513.pdf
Journal of Experimental Psychology: General,135,4,2006,Visual sharpness contingency in recognition memory for orientation: Mnemonic illusion suppressed by sensory signature.,"Martin, Maryanne; Jones, Gregory V.",542-542-552,Articles,https://doi.org/10.1037/0096-3445.135.4.542,https://psycnet.apa.orgxge/135/4/542.pdf
Journal of Experimental Psychology: General,135,4,2006,Note of clarification on Scholten and Sherman (2006): Erratum.,"Scholten, Marc; Sherman, Steven J.",552-552,Other,https://doi.org/10.1037/0096-3445.135.4.552,https://psycnet.apa.orgxge/135/4/552.pdf
Journal of Experimental Psychology: General,135,4,2006,Retrieval-induced facilitation: Initially nontested material can benefit from prior testing of related material.,"Chan, Jason C. K.; McDermott, Kathleen B.; Roediger III, Henry L.",553-553-571,Articles,https://doi.org/10.1037/0096-3445.135.4.553,https://psycnet.apa.orgxge/135/4/553.pdf
Journal of Experimental Psychology: General,135,4,2006,Determinants of justification and self-control.,"Kivetz, Ran; Zheng, Yuhuang",572-572-587,Articles,https://doi.org/10.1037/0096-3445.135.4.572,https://psycnet.apa.orgxge/135/4/572.pdf
Journal of Experimental Psychology: General,135,4,2006,Hierarchical encoding of behavior: Translating perception into action.,"Hard, Bridgette Martin; Lozano, Sandra C.; Tversky, Barbara",588-588-608,Articles,https://doi.org/10.1037/0096-3445.135.4.588,https://psycnet.apa.orgxge/135/4/588.pdf
Journal of Experimental Psychology: General,135,4,2006,The association between psychological distance and construal level: Evidence from an implicit association test.,"Bar-Anan, Yoav; Liberman, Nira; Trope, Yaacov",609-609-622,Articles,https://doi.org/10.1037/0096-3445.135.4.609,https://psycnet.apa.orgxge/135/4/609.pdf
Journal of Experimental Psychology: General,135,4,2006,Hierarchical control of cognitive processes: Switching tasks in sequences.,"Schneider, Darryl W.; Logan, Gordon D.",623-623-640,Articles,https://doi.org/10.1037/0096-3445.135.4.623,https://psycnet.apa.orgxge/135/4/623.pdf
Journal of Experimental Psychology: General,135,4,2006,Seeing the forest when entry is unlikely: Probability and the mental representation of events.,"Wakslak, Cheryl J.; Trope, Yaacov; Liberman, Nira; Alony, Rotem",641-641-653,Articles,https://doi.org/10.1037/0096-3445.135.4.641,https://psycnet.apa.orgxge/135/4/641.pdf
Journal of Experimental Psychology: General,136,1,2007,No Special K! A signal detection framework for the strategic regulation of memory accuracy.,"Higham, Philip A.",1-1-22,Articles,https://doi.org/10.1037/0096-3445.136.1.1,https://psycnet.apa.orgxge/136/1/1.pdf
Journal of Experimental Psychology: General,136,1,2007,Reduced specificity of autobiographical memory and depression: The role of executive control.,"Dalgleish, Tim; Williams, J. Mark G.; Golden, Ann-Marie J.; Perkins, Nicola; Barrett, Lisa Feldman; Barnard, Philip J.; Au Yeung, Cecilia; Murphy, Victoria; Elward, Rachael; Tchanturia, Kate; Watkins, Edward",23-23-42,Articles,https://doi.org/10.1037/0096-3445.136.1.23,https://psycnet.apa.orgxge/136/1/23.pdf
Journal of Experimental Psychology: General,136,1,2007,Modes of executive control in sequence learning: From stimulus-based to plan-based control.,"Tubau, Elisabet; Hommel, Bernhard; López-Moliner, Joan",43-43-63,Articles,https://doi.org/10.1037/0096-3445.136.1.43,https://psycnet.apa.orgxge/136/1/43.pdf
Journal of Experimental Psychology: General,136,1,2007,The role of working memory in syntactic ambiguity resolution: A psychometric approach.,"Swets, Benjamin; Desmet, Timothy; Hambrick, David Z.; Ferreira, Fernanda",64-64-81,Articles,https://doi.org/10.1037/0096-3445.136.1.64,https://psycnet.apa.orgxge/136/1/64.pdf
Journal of Experimental Psychology: General,136,1,2007,Representing causation.,"Wolff, Phillip",82-82-111,Articles,https://doi.org/10.1037/0096-3445.136.1.82,https://psycnet.apa.orgxge/136/1/82.pdf
Journal of Experimental Psychology: General,136,1,2007,"Is time-based prospective remembering mediated by self-initiated rehearsals? Role of incidental cues, ongoing activity, age, and motivation.","Kvavilashvili, Lia; Fisher, Laura",112-112-132,Articles,https://doi.org/10.1037/0096-3445.136.1.112,https://psycnet.apa.orgxge/136/1/112.pdf
Journal of Experimental Psychology: General,136,1,2007,Feature sampling in detection: Implications for the measurement of perceptual independence.,"Macho, Siegfried",133-133-153,Articles,https://doi.org/10.1037/0096-3445.136.1.133,https://psycnet.apa.orgxge/136/1/133.pdf
Journal of Experimental Psychology: General,136,1,2007,Color and psychological functioning: The effect of red on performance attainment.,"Elliot, Andrew J.; Maier, Markus A.; Moller, Arlen C.; Friedman, Ron; Meinhardt, Jörg",154-154-168,Articles,https://doi.org/10.1037/0096-3445.136.1.154,https://psycnet.apa.orgxge/136/1/154.pdf
Journal of Experimental Psychology: General,136,2,2007,Sleep's function in the spontaneous recovery and consolidation of memories.,"Drosopoulos, Spyridon; Schulze, Claudia; Fischer, Stefan; Born, Jan",169-169-183,Articles,https://doi.org/10.1037/0096-3445.136.2.169,https://psycnet.apa.orgxge/136/2/169.pdf
Journal of Experimental Psychology: General,136,2,2007,Metacognition of agency.,"Metcalfe, Janet; Greene, Matthew Jason",184-184-199,Articles,https://doi.org/10.1037/0096-3445.136.2.184,https://psycnet.apa.orgxge/136/2/184.pdf
Journal of Experimental Psychology: General,136,2,2007,Probabilistic retroactive interference: The role of accessibility bias in interference effects.,"Jacoby, Larry L.; Bishara, Anthony J.; Hessels, Sandra; Hughes, Andrea",200-200-216,Articles,https://doi.org/10.1037/0096-3445.136.2.200,https://psycnet.apa.orgxge/136/2/200.pdf
Journal of Experimental Psychology: General,136,2,2007,Focusing the spotlight: Individual differences in visual attention control.,"Heitz, Richard P.; Engle, Randall W.",217-217-240,Articles,https://doi.org/10.1037/0096-3445.136.2.217,https://psycnet.apa.orgxge/136/2/217.pdf
Journal of Experimental Psychology: General,136,2,2007,"""Hierarchical control of cognitive processes: Switching tasks in sequences"": Correction to Schneider and Logan (2006).","Schneider, Darryl W.; Logan, Gordon D.",240-240,Other,https://doi.org/10.1037/0096-3445.136.2.240,https://psycnet.apa.orgxge/136/2/240.pdf
Journal of Experimental Psychology: General,136,2,2007,"Attention control, memory updating, and emotion regulation temporarily reduce the capacity for executive control.","Schmeichel, Brandon J.",241-241-255,Articles,https://doi.org/10.1037/0096-3445.136.2.241,https://psycnet.apa.orgxge/136/2/241.pdf
Journal of Experimental Psychology: General,136,2,2007,"Stereotype threat and working memory: Mechanisms, alleviation, and spillover.","Beilock, Sian L.; Rydell, Robert J.; McConnell, Allen R.",256-256-276,Articles,https://doi.org/10.1037/0096-3445.136.2.256,https://psycnet.apa.orgxge/136/2/256.pdf
Journal of Experimental Psychology: General,136,2,2007,"Where there is a way, is there a will? The effect of future choices on self-control.","Khan, Uzma; Dhar, Ravi",277-277-288,Articles,https://doi.org/10.1037/0096-3445.136.2.277,https://psycnet.apa.orgxge/136/2/277.pdf
Journal of Experimental Psychology: General,136,2,2007,"Looking forward, looking back: Anticipation is more evocative than retrospection.","Van Boven, Leaf; Ashworth, Laurence",289-289-300,Articles,https://doi.org/10.1037/0096-3445.136.2.289,https://psycnet.apa.orgxge/136/2/289.pdf
Journal of Experimental Psychology: General,136,2,2007,Directed forgetting of recently recalled autobiographical memories.,"Barnier, Amanda J.; Conway, Martin A.; Mayoh, Lyndel; Speyer, Joanne; Avizmil, Orit; Harris, Celia B.",301-301-322,Articles,https://doi.org/10.1037/0096-3445.136.2.301,https://psycnet.apa.orgxge/136/2/301.pdf
Journal of Experimental Psychology: General,136,2,2007,Graded semantic and phonological similarity effects in priming: Evidence for a distributed connectionist approach to morphology.,"Gonnerman, Laura M.; Seidenberg, Mark S.; Andersen, Elaine S.",323-323-345,Articles,https://doi.org/10.1037/0096-3445.136.2.323,https://psycnet.apa.orgxge/136/2/323.pdf
Journal of Experimental Psychology: General,136,3,2007,Processing of unattended emotional visual scenes.,"Calvo, Manuel G.; Nummenmaa, Lauri",347-347-369,Articles,https://doi.org/10.1037/0096-3445.136.3.347,https://psycnet.apa.orgxge/136/3/347.pdf
Journal of Experimental Psychology: General,136,3,2007,Discretionary task interleaving: Heuristics for time allocation in cognitive foraging.,"Payne, Stephen J.; Duggan, Geoffrey B.; Neth, Hansjörg",370-370-388,Articles,https://doi.org/10.1037/0096-3445.136.3.370,https://psycnet.apa.orgxge/136/3/370.pdf
Journal of Experimental Psychology: General,136,3,2007,A model of the go/no-go task.,"Gomez, Pablo; Ratcliff, Roger; Perea, Manuel",389-389-413,Articles,https://doi.org/10.1037/0096-3445.136.3.389,https://psycnet.apa.orgxge/136/3/389.pdf
Journal of Experimental Psychology: General,136,3,2007,Individual differences in components of reaction time distributions and their relations to working memory and intelligence.,"Schmiedek, Florian; Oberauer, Klaus; Wilhelm, Oliver; Süß, Heinz-Martin; Wittmann, Werner W.",414-414-429,Articles,https://doi.org/10.1037/0096-3445.136.3.414,https://psycnet.apa.orgxge/136/3/414.pdf
Journal of Experimental Psychology: General,136,3,2007,The role of causality in judgment under uncertainty.,"Krynski, Tevye R.; Tenenbaum, Joshua B.",430-430-450,Articles,https://doi.org/10.1037/0096-3445.136.3.430,https://psycnet.apa.orgxge/136/3/430.pdf
Journal of Experimental Psychology: General,136,3,2007,Object categorization: Reversals and explanations of the basic-level advantage.,"Rogers, Timothy T.; Patterson, Karalyn",451-451-469,Articles,https://doi.org/10.1037/0096-3445.136.3.451,https://psycnet.apa.orgxge/136/3/451.pdf
Journal of Experimental Psychology: General,136,3,2007,Causal relations and feature similarity in children's inductive reasoning.,"Hayes, Brett K.; Thompson, Susan P.",470-470-484,Articles,https://doi.org/10.1037/0096-3445.136.3.470,https://psycnet.apa.orgxge/136/3/470.pdf
Journal of Experimental Psychology: General,136,3,2007,Scope of linguistic influence: Does a classifier system alter object concepts?,"Saalbach, Henrik; Imai, Mutsumi",485-485-501,Articles,https://doi.org/10.1037/0096-3445.136.3.485,https://psycnet.apa.orgxge/136/3/485.pdf
Journal of Experimental Psychology: General,136,3,2007,Estimating stimuli from contrasting categories: Truncation due to boundaries.,"Huttenlocher, Janellen; Hedges, Larry V.; Lourenco, Stella F.; Crawford, L. Elizabeth; Corrigan, Bryce",502-502-519,Articles,https://doi.org/10.1037/0096-3445.136.3.502,https://psycnet.apa.orgxge/136/3/502.pdf
Journal of Experimental Psychology: General,136,3,2007,"Tracking the mind during reading via eye movements: Comments on Kliegl, Nuthmann, and Engbert (2006).","Rayner, Keith; Pollatsek, Alexander; Drieghe, Denis; Slattery, Timothy J.; Reichle, Erik D.",520-520-529,Comments,https://doi.org/10.1037/0096-3445.136.3.520,https://psycnet.apa.orgxge/136/3/520.pdf
Journal of Experimental Psychology: General,136,3,2007,"Toward a perceptual-span theory of distributed processing in reading: A reply to Rayner, Pollatsek, Drieghe, Slattery, and Reichle (2007).","Kliegl, Reinhold",530-530-537,Comments,https://doi.org/10.1037/0096-3445.136.3.530,https://psycnet.apa.orgxge/136/3/530.pdf
Journal of Experimental Psychology: General,136,4,2007,Making children gesture brings out implicit knowledge and leads to learning.,"Broaders, Sara C.; Cook, Susan Wagner; Mitchell, Zachary; Goldin-Meadow, Susan",539-539-550,Articles,https://doi.org/10.1037/0096-3445.136.4.539,https://psycnet.apa.orgxge/136/4/539.pdf
Journal of Experimental Psychology: General,136,4,2007,The emergent coordination of cognitive function.,"Kello, Christopher T.; Beltz, Brandon C.; Holden, John G.; Van Orden, Guy C.",551-551-568,Articles,https://doi.org/10.1037/0096-3445.136.4.551,https://psycnet.apa.orgxge/136/4/551.pdf
Journal of Experimental Psychology: General,136,4,2007,Overcoming intuition: Metacognitive difficulty activates analytic reasoning.,"Alter, Adam L.; Oppenheimer, Daniel M.; Epley, Nicholas; Eyre, Rebecca N.",569-569-576,Articles,https://doi.org/10.1037/0096-3445.136.4.569,https://psycnet.apa.orgxge/136/4/569.pdf
Journal of Experimental Psychology: General,136,4,2007,Discovery misattribution: When solving is confused with remembering.,"Dougal, Sonya; Schooler, Jonathan W.",577-577-592,Articles,https://doi.org/10.1037/0096-3445.136.4.577,https://psycnet.apa.orgxge/136/4/577.pdf
Journal of Experimental Psychology: General,136,4,2007,On the regulation of cognitive control: Action orientation moderates the impact of high demands in Stroop interference tasks.,"Jostmann, Nils B.; Koole, Sander L.",593-593-609,Articles,https://doi.org/10.1037/0096-3445.136.4.593,https://psycnet.apa.orgxge/136/4/593.pdf
Journal of Experimental Psychology: General,136,4,2007,Automatic processing of psychological distance: Evidence from a Stroop task.,"Bar-Anan, Yoav; Liberman, Nira; Trope, Yaacov; Algom, Daniel",610-610-622,Articles,https://doi.org/10.1037/0096-3445.136.4.610,https://psycnet.apa.orgxge/136/4/610.pdf
